            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455294.500000000, A.D. 2010-Apr-08 00:00:00.0000, -2.365370225409244E-01,  2.380233026534238E-01,  4.060189254276504E-02, -2.573468095490641E-02, -1.863363433496243E-02,  8.392942009739485E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455295.500000000, A.D. 2010-Apr-09 00:00:00.0000, -2.613252853189487E-01,  2.184886843678506E-01,  4.128073204262710E-02, -2.382390338445528E-02, -2.039704471186791E-02,  5.198888046905682E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455296.500000000, A.D. 2010-Apr-10 00:00:00.0000, -2.841540971192395E-01,  1.973060422333737E-01,  4.164512737216566E-02, -2.182083242424371E-02, -2.193010941853491E-02,  2.108346366168293E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455297.500000000, A.D. 2010-Apr-11 00:00:00.0000, -3.049458209100109E-01,  1.747037834618766E-01,  4.170661622804004E-02, -1.975426556182304E-02, -2.323732850412914E-02, -8.559355476115865E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455298.500000000, A.D. 2010-Apr-12 00:00:00.0000, -3.236500273895961E-01,  1.509041078706280E-01,  4.147872568628541E-02, -1.764978459222506E-02, -2.432645752003096E-02, -3.676820725874618E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455299.500000000, A.D. 2010-Apr-13 00:00:00.0000, -3.402402072171654E-01,  1.261202136422581E-01,  4.097644222354725E-02, -1.552964591970151E-02, -2.520760245202438E-02, -6.342143905970253E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455300.500000000, A.D. 2010-Apr-14 00:00:00.0000, -3.547104670708295E-01,  1.005543511401597E-01,  4.021574954304780E-02, -1.341284822120107E-02, -2.589243261651192E-02, -8.844006356381048E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455301.500000000, A.D. 2010-Apr-15 00:00:00.0000, -3.670723588177369E-01,  7.439659820566971E-02,  3.921323756197567E-02, -1.131532244546654E-02, -2.639352573702172E-02, -1.117806644385128E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455302.500000000, A.D. 2010-Apr-16 00:00:00.0000, -3.773519399784445E-01,  4.782422414985611E-02,  3.798578072024712E-02, -9.250197419587151E-03, -2.672384439881867E-02, -1.334286816409393E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455303.500000000, A.D. 2010-Apr-17 00:00:00.0000, -3.855871218168641E-01,  2.100151562622310E-02,  3.655028041845672E-02, -7.228104172889451E-03, -2.689633357563667E-02, -1.533923306561853E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455304.500000000, A.D. 2010-Apr-18 00:00:00.0000, -3.918253293770600E-01, -5.920049270377457E-03,  3.492346453076758E-02, -5.257491710179834E-03, -2.692362385338253E-02, -1.716972802543205E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455305.500000000, A.D. 2010-Apr-19 00:00:00.0000, -3.961214748593920E-01, -3.280137581219530E-02,  3.312173618440643E-02, -3.344935399104969E-03, -2.681782312143795E-02, -1.883821208264518E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455306.500000000, A.D. 2010-Apr-20 00:00:00.0000, -3.985362304534015E-01, -5.951515625097727E-02,  3.116106400412090E-02, -1.495425980982490E-03, -2.659037975762900E-02, -2.034945946422384E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455307.500000000, A.D. 2010-Apr-21 00:00:00.0000, -3.991345774966097E-01, -8.594516582683910E-02,  2.905690650344104E-02,  2.873675605663161E-04, -2.625200181715338E-02, -2.170885235542156E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455308.500000000, A.D. 2010-Apr-22 00:00:00.0000, -3.979846040609960E-01, -1.119855002853635E-01,  2.682416405025904E-02,  2.000864264106208E-03, -2.581261881092411E-02, -2.292213519924999E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455309.500000000, A.D. 2010-Apr-23 00:00:00.0000, -3.951565214556604E-01, -1.375397917202827E-01,  2.447715269069885E-02,  3.643367000314752E-03, -2.528137490126914E-02, -2.399522177542519E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455310.500000000, A.D. 2010-Apr-24 00:00:00.0000, -3.907218706135345E-01, -1.625204294784648E-01,  2.202959498284871E-02,  5.213886589788653E-03, -2.466664449665381E-02, -2.493404655498354E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455311.500000000, A.D. 2010-Apr-25 00:00:00.0000, -3.847528910975201E-01, -1.868478048321356E-01,  1.949462381033663E-02,  6.711992027431425E-03, -2.397606315616437E-02, -2.574445251855008E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455312.500000000, A.D. 2010-Apr-26 00:00:00.0000, -3.773220279355699E-01, -2.104495918824398E-01,  1.688479588264477E-02,  8.137684132699210E-03, -2.321656836288547E-02, -2.643210853310754E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455313.500000000, A.D. 2010-Apr-27 00:00:00.0000, -3.685015542732432E-01, -2.332600724213776E-01,  1.421211227109273E-02,  9.491289791782308E-03, -2.239444608609630E-02, -2.700245035333935E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455314.500000000, A.D. 2010-Apr-28 00:00:00.0000, -3.583632906521189E-01, -2.552195089668684E-01,  1.148804387513049E-02,  1.077337401263707E-02, -2.151538014580642E-02, -2.746064025742819E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455315.500000000, A.D. 2010-Apr-29 00:00:00.0000, -3.469784044200148E-01, -2.762735676470238E-01,  8.723560168526797E-03,  1.198466719175669E-02, -2.058450225288158E-02, -2.781154119291547E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455316.500000000, A.D. 2010-Apr-30 00:00:00.0000, -3.344172752623619E-01, -2.963727908293902E-01,  5.929159948373429E-03,  1.312600523396180E-02, -1.960644126121371E-02, -2.805970207249616E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455317.500000000, A.D. 2010-May-01 00:00:00.0000, -3.207494150698140E-01, -3.154721181907719E-01,  3.114903112115133E-03,  1.419828043427763E-02, -1.858537067132979E-02, -2.820935151625788E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455318.500000000, A.D. 2010-May-02 00:00:00.0000, -3.060434323132010E-01, -3.335304541596851E-01,  2.904427296862036E-04,  1.520240129940646E-02, -1.752505380011374E-02, -2.826439788981213E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455319.500000000, A.D. 2010-May-03 00:00:00.0000, -2.903670327906390E-01, -3.505102792232084E-01, -2.534943130778927E-03,  1.613925974070983E-02, -1.642888630685871E-02, -2.822843394634331E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455320.500000000, A.D. 2010-May-04 00:00:00.0000, -2.737870500614276E-01, -3.663773023852307E-01, -5.352320215427465E-03,  1.700970430312197E-02, -1.529993596480119E-02, -2.810474475649020E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455321.500000000, A.D. 2010-May-05 00:00:00.0000, -2.563695001111534E-01, -3.811001520268992E-01, -8.153067811329736E-03,  1.781451830167038E-02, -1.414097970829986E-02, -2.789631791537601E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455322.500000000, A.D. 2010-May-06 00:00:00.0000, -2.381796558278824E-01, -3.946501025022622E-01, -1.092884957494908E-02,  1.855440191877131E-02, -1.295453808373244E-02, -2.760585526264184E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455323.500000000, A.D. 2010-May-07 00:00:00.0000, -2.192821377357229E-01, -4.070008339655799E-01, -1.367158558396968E-02,  1.922995747239914E-02, -1.174290729857200E-02, -2.723578554958589E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455324.500000000, A.D. 2010-May-08 00:00:00.0000, -1.997410181529201E-01, -4.181282231447151E-01, -1.637342568567336E-02,  1.984167719974744E-02, -1.050818910691127E-02, -2.678827764674016E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455325.500000000, A.D. 2010-May-09 00:00:00.0000, -1.796199365381319E-01, -4.280101630283864E-01, -1.902672418102659E-02,  2.038993301570890E-02, -9.252318797767905E-03, -2.626525401340070E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455326.500000000, A.D. 2010-May-10 00:00:00.0000, -1.589822242790782E-01, -4.366264097108550E-01, -2.162401586116462E-02,  2.087496780315073E-02, -7.977091570011866E-03, -2.566840425453269E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455327.500000000, A.D. 2010-May-11 00:00:00.0000, -1.378910375780394E-01, -4.439584549273085E-01, -2.415799339989935E-02,  2.129688787527580E-02, -6.684187588620578E-03, -2.499919867578965E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455328.500000000, A.D. 2010-May-12 00:00:00.0000, -1.164094974117241E-01, -4.499894231116939E-01, -2.662148610062674E-02,  2.165565632194019E-02, -5.375196024120646E-03, -2.425890181890807E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455329.500000000, A.D. 2010-May-13 00:00:00.0000, -9.460083579932968E-02, -4.547039921134801E-01, -2.900743999738822E-02,  2.195108701410206E-02, -4.051638382707532E-03, -2.344858602150157E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455330.500000000, A.D. 2010-May-14 00:00:00.0000, -7.252854781028852E-02, -4.580883370201245E-01, -3.130889931705667E-02,  2.218283909591385E-02, -2.714991440271733E-03, -2.256914510074143E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455331.500000000, A.D. 2010-May-15 00:00:00.0000, -5.025654888808828E-02, -4.601300968486201E-01, -3.351898932218883E-02,  2.235041184453918E-02, -1.366710100597967E-03, -2.162130831255522E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455332.500000000, A.D. 2010-May-16 00:00:00.0000, -2.784933716237387E-02, -4.608183641941496E-01, -3.563090057182022E-02,  2.245313982570855E-02, -8.250507200625059E-06, -2.060565478947088E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455333.500000000, A.D. 2010-May-17 00:00:00.0000, -5.372160469862879E-03, -4.601436982590700E-01, -3.763787466042819E-02,  2.249018832044826E-02,  1.358906249802063E-03, -1.952262871349708E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455334.500000000, A.D. 2010-May-18 00:00:00.0000,  1.710881219514133E-02, -4.580981620340861E-01, -3.953319152375259E-02,  2.246054904750839E-02,  2.733229475357039E-03, -1.837255553774518E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455335.500000000, A.D. 2010-May-19 00:00:00.0000,  3.952631513048659E-02, -4.546753847687292E-01, -4.131015843464961E-02,  2.236303625909506E-02,  4.113112885089715E-03, -1.715565963405587E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455336.500000000, A.D. 2010-May-20 00:00:00.0000,  6.181180671275343E-02, -4.498706512531933E-01, -4.296210085339990E-02,  2.219628334710710E-02,  5.496846899112637E-03, -1.587208381585730E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455337.500000000, A.D. 2010-May-21 00:00:00.0000,  8.389528712803836E-02, -4.436810198409538E-01, -4.448235534584506E-02,  2.195874016601250E-02,  6.882588794707018E-03, -1.452191126799755E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455338.500000000, A.D. 2010-May-22 00:00:00.0000,  1.057051138999810E-01, -4.361054715733460E-01, -4.586426484054333E-02,  2.164867135998024E-02,  8.268330273565607E-03, -1.310519051047472E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455339.500000000, A.D. 2010-May-23 00:00:00.0000,  1.271678164030202E-01, -4.271450932240854E-01, -4.710117656419344E-02,  2.126415607957441E-02,  9.651861974521213E-03, -1.162196413286381E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455340.500000000, A.D. 2010-May-24 00:00:00.0000,  1.482079109913340E-01, -4.168032975621634E-01, -4.818644307442835E-02,  2.080308959142092E-02,  1.103073444064468E-02, -1.007230216261576E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455341.500000000, A.D. 2010-May-25 00:00:00.0000,  1.687477189466576E-01, -4.050860846312161E-01, -4.911342690245924E-02,  2.026318742754760E-02,  1.240221503395989E-02, -8.456341074662503E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455342.500000000, A.D. 2010-May-26 00:00:00.0000,  1.887071901790085E-01, -3.920023483534341E-01, -4.987550942677599E-02,  1.964199289492451E-02,  1.376324028707173E-02, -6.774329612489748E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455343.500000000, A.D. 2010-May-27 00:00:00.0000,  2.080037365366856E-01, -3.775642332711746E-01, -5.046610472500965E-02,  1.893688897592017E-02,  1.511036319617087E-02, -5.026682771313299E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455344.500000000, A.D. 2010-May-28 00:00:00.0000,  2.265520797351491E-01, -3.617875467156575E-01, -5.087867929579151E-02,  1.814511590301571E-02,  1.643969500446077E-02, -3.214045489375413E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455345.500000000, A.D. 2010-May-29 00:00:00.0000,  2.442641203439443E-01, -3.446922321033832E-01, -5.110677870721736E-02,  1.726379599204515E-02,  1.774684111307927E-02, -1.337367797581747E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455346.500000000, A.D. 2010-May-30 00:00:00.0000,  2.610488360275536E-01, -3.263029093548171E-01, -5.114406241373180E-02,  1.628996767230960E-02,  1.902683090689405E-02,  6.020066202078915E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455347.500000000, A.D. 2010-May-31 00:00:00.0000,  2.768122193746441E-01, -3.066494885322597E-01, -5.098434818784593E-02,  1.522063106167735E-02,  2.027404151998616E-02,  2.602236321923177E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455348.500000000, A.D. 2010-Jun-01 00:00:00.0000,  2.914572682258537E-01, -2.857678626021446E-01, -5.062166783377901E-02,  1.405280789840116E-02,  2.148211592237231E-02,  4.660860188804814E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455349.500000000, A.D. 2010-Jun-02 00:00:00.0000,  3.048840444730388E-01, -2.637006846023580E-01, -5.005033608011530E-02,  1.278361914960455E-02,  2.264387622625295E-02,  6.774655381304806E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455350.500000000, A.D. 2010-Jun-03 00:00:00.0000,  3.169898208880589E-01, -2.404982332533399E-01, -4.926503477607205E-02,  1.141038414809594E-02,  2.375123383682730E-02,  8.939472962863699E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455351.500000000, A.D. 2010-Jun-04 00:00:00.0000,  3.276693396524052E-01, -2.162193689538476E-01, -4.826091472199395E-02,  9.930745625205947E-03,  2.479509906861652E-02,  1.115004932524162E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455352.500000000, A.D. 2010-Jun-05 00:00:00.0000,  3.368152108544951E-01, -1.909325788465377E-01, -4.703371762036245E-02,  8.342825442237117E-03,  2.576529417937605E-02,  1.339979223761564E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455353.500000000, A.D. 2010-Jun-06 00:00:00.0000,  3.443184841705297E-01, -1.647171048557190E-01, -4.557992069695387E-02,  6.645416074602103E-03,  2.665047550762400E-02,  1.568054152758827E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455354.500000000, A.D. 2010-Jun-07 00:00:00.0000,  3.500694319929865E-01, -1.376641418564369E-01, -4.389690645405322E-02,  4.838212819437254E-03,  2.743807259468633E-02,  1.798230627196685E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455355.500000000, A.D. 2010-Jun-08 00:00:00.0000,  3.539585869823553E-01, -1.098780839512730E-01, -4.198315969968511E-02,  2.922091066173409E-03,  2.811425485762998E-02,  2.029298314856640E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455356.500000000, A.D. 2010-Jun-09 00:00:00.0000,  3.558780807082418E-01, -8.147778472632212E-02, -3.983849334644744E-02,  8.994315049791249E-04,  2.866393952641474E-02,  2.259806451532888E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455357.500000000, A.D. 2010-Jun-10 00:00:00.0000,  3.557233317085591E-01, -5.259778192460214E-02, -3.746430336514305E-02, -1.225506508764457E-03,  2.907085803455635E-02,  2.488035006082588E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455358.500000000, A.D. 2010-Jun-11 00:00:00.0000,  3.533951295332644E-01, -2.338941801619384E-02, -3.486385156768993E-02, -3.446167481011094E-03,  2.931770156141290E-02,  2.711968265072545E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455359.500000000, A.D. 2010-Jun-12 00:00:00.0000,  3.488021543284607E-01,  5.978234129714086E-03, -3.204257243063367E-02, -5.753248542550592E-03,  2.938636943317471E-02,  2.929273723298191E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455360.500000000, A.D. 2010-Jun-13 00:00:00.0000,  3.418639570428792E-01,  3.531775596218064E-02, -2.900839682470532E-02, -8.134233463827346E-03,  2.925834575569299E-02,  3.137290097974184E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455361.500000000, A.D. 2010-Jun-14 00:00:00.0000,  3.325144009616429E-01,  6.442321905197726E-02, -2.577208121969668E-02, -1.057294205413731E-02,  2.891522877341918E-02,  3.333029232822714E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455362.500000000, A.D. 2010-Jun-15 00:00:00.0000,  3.207055286964313E-01,  9.307063510210047E-02, -2.234752574565382E-02, -1.304913823067237E-02,  2.833943248637646E-02,  3.513197459688010E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455363.500000000, A.D. 2010-Jun-16 00:00:00.0000,  3.064117684808256E-01,  1.210191979910642E-01, -1.875205867631737E-02, -1.553825401390030E-02,  2.751506929571297E-02,  3.674242388021534E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455364.500000000, A.D. 2010-Jun-17 00:00:00.0000,  2.896343298692720E-01,  1.480134960623352E-01, -1.500665901944183E-02, -1.801129918700682E-02,  2.642900436767589E-02,  3.812430760583903E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455365.500000000, A.D. 2010-Jun-18 00:00:00.0000,  2.704055648816631E-01,  1.737868511773305E-01, -1.113608387596232E-02, -2.043503379515047E-02,  2.507204631748523E-02,  3.923961564701115E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455366.500000000, A.D. 2010-Jun-19 00:00:00.0000,  2.487929935501932E-01,  1.980658895872371E-01, -7.168864361391891E-03, -2.277247845767525E-02,  2.344020573168429E-02,  4.005115683317822E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455367.500000000, A.D. 2010-Jun-20 00:00:00.0000,  2.249026248079525E-01,  2.205763630186049E-01, -3.137134722131984E-03, -2.498382077203319E-02,  2.153591659429735E-02,  4.052438859884318E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455368.500000000, A.D. 2010-Jun-21 00:00:00.0000,  1.988811611818759E-01,  2.410501162614184E-01,  9.237346417214630E-04, -2.702774131524233E-02,  1.936908263511904E-02,  4.062948860352921E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455369.500000000, A.D. 2010-Jun-22 00:00:00.0000,  1.709166773818248E-01,  2.592329479900263E-01,  4.975717166575352E-03, -2.886312966835823E-02,  1.695779050397410E-02,  4.034351201571335E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455370.500000000, A.D. 2010-Jun-23 00:00:00.0000,  1.412374248489526E-01,  2.748929527208447E-01,  8.978921384973909E-03, -3.045109467439498E-02,  1.432853490260849E-02,  3.965242003301498E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455371.500000000, A.D. 2010-Jun-24 00:00:00.0000,  1.101085445443190E-01,  2.878287913922168E-01,  1.289256828985447E-02, -3.175710527044624E-02,  1.151583528596030E-02,  3.855273110624479E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455372.500000000, A.D. 2010-Jun-25 00:00:00.0000,  7.782666246029803E-02,  2.978772486663790E-01,  1.667610469940772E-02, -3.275304509385040E-02,  8.561190809149273E-03,  3.705255236778529E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455373.500000000, A.D. 2010-Jun-26 00:00:00.0000,  4.471257307571155E-02,  3.049194260084800E-01,  2.029038060734493E-02, -3.341894272005815E-02,  5.511411575620613E-03,  3.517180384141759E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455374.500000000, A.D. 2010-Jun-27 00:00:00.0000,  1.110244691299014E-02,  3.088850069861553E-01,  2.369880445288627E-02, -3.374416149298219E-02,  2.416462129342169E-03,  3.294154826960903E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455375.500000000, A.D. 2010-Jun-28 00:00:00.0000, -2.266181535715645E-02,  3.097542101769177E-01,  2.686838777170587E-02, -3.372789911649588E-02, -6.729655696586232E-04,  3.040246656750352E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455376.500000000, A.D. 2010-Jun-29 00:00:00.0000, -5.624235712916448E-02,  3.075572879762953E-01,  2.977060111273353E-02, -3.337894509320380E-02, -3.707888698562484E-03,  2.760264450439731E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455377.500000000, A.D. 2010-Jun-30 00:00:00.0000, -8.931454527494420E-02,  3.023716922492869E-01,  3.238198475001164E-02, -3.271475138592742E-02, -6.643223692740985E-03,  2.459493055335547E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455378.500000000, A.D. 2010-Jul-01 00:00:00.0000, -1.215749351241898E-01,  2.943172615116907E-01,  3.468448631240838E-02, -3.175996343011367E-02, -9.439525150379555E-03,  2.143416722706575E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455379.500000000, A.D. 2010-Jul-02 00:00:00.0000, -1.527475804633510E-01,  2.835499497331314E-01,  3.666552740040621E-02, -3.054461571751930E-02, -1.206415094720602E-02,  1.817458343598590E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455380.500000000, A.D. 2010-Jul-03 00:00:00.0000, -1.825884630786713E-01,  2.702546934634284E-01,  3.831782725337347E-02, -2.910221083061701E-02, -1.449182264030397E-02,  1.486757397251374E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455381.500000000, A.D. 2010-Jul-04 00:00:00.0000, -2.108880262361836E-01,  2.546380029738777E-01,  3.963902988826452E-02, -2.746787730395326E-02, -1.670463086603166E-02,  1.156000478448214E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455382.500000000, A.D. 2010-Jul-05 00:00:00.0000, -2.374719688469994E-01,  2.369207830030103E-01,  4.063119040113294E-02, -2.567675268624973E-02, -1.869159148490233E-02,  8.293091944430193E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455383.500000000, A.D. 2010-Jul-06 00:00:00.0000, -2.622005741387393E-01,  2.173317670778821E-01,  4.130017692857321E-02, -2.376267913558420E-02, -2.044788518280308E-02,  5.101826021222500E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455384.500000000, A.D. 2010-Jul-07 00:00:00.0000, -2.849669054018313E-01,  1.961018142679226E-01,  4.165503911753223E-02, -2.175724313428052E-02, -2.197391428415795E-02,  2.014861554440308E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455385.500000000, A.D. 2010-Jul-08 00:00:00.0000, -3.056942097945886E-01,  1.734591909343592E-01,  4.170738440543775E-02, -1.968914695356557E-02, -2.327429330047441E-02, -9.452349225881588E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455386.500000000, A.D. 2010-Jul-09 00:00:00.0000, -3.243328431041567E-01,  1.496258564610526E-01,  4.147079237277832E-02, -1.758387061041990E-02, -2.435686292923094E-02, -3.761489468608374E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455387.500000000, A.D. 2010-Jul-10 00:00:00.0000, -3.408569787315609E-01,  1.248146968018777E-01,  4.096028673633259E-02, -1.546356849443172E-02, -2.523178821916260E-02, -6.421878757752880E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455388.500000000, A.D. 2010-Jul-11 00:00:00.0000, -3.552613059258652E-01,  9.922760243799918E-02,  4.019187534712889E-02, -1.334714157303321E-02, -2.591077541688885E-02, -8.918623961751213E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455389.500000000, A.D. 2010-Jul-12 00:00:00.0000, -3.675578648629221E-01,  7.305426374517034E-02,  3.918216135992653E-02, -1.125043035821817E-02, -2.640642116041373E-02, -1.124748195533592E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455390.500000000, A.D. 2010-Jul-13 00:00:00.0000, -3.777731153188647E-01,  4.647155101617427E-02,  3.794802360532433E-02, -9.186482197816334E-03, -2.673169284803198E-02, -1.340707549747719E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455391.500000000, A.D. 2010-Jul-14 00:00:00.0000, -3.859452941406181E-01,  1.964335264637218E-02,  3.650636089493101E-02, -7.165856307288277E-03, -2.689952966142840E-02, -1.539828736116320E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2455392.500000000, A.D. 2010-Jul-15 00:00:00.0000, -3.921220850012884E-01, -7.279241697079652E-03,  3.487389316765586E-02, -5.196939554410901E-03, -2.692254876942653E-02, -1.722373053271658E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
