            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454077.500000000, A.D. 2006-Dec-08 00:00:00.0000, -9.487942392362618E-01, -1.214083281710423E+00, -2.258811909794426E-03,  1.155093988119050E-02, -7.411208264605148E-03, -4.391684993816212E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454078.500000000, A.D. 2006-Dec-09 00:00:00.0000, -9.372053029311721E-01, -1.221445541659862E+00, -2.697887981604521E-03,  1.162680879176881E-02, -7.313172855051314E-03, -4.389776814906092E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454079.500000000, A.D. 2006-Dec-10 00:00:00.0000, -9.255408710783265E-01, -1.228709350381717E+00, -3.136755346425601E-03,  1.170192939240594E-02, -7.214306428045517E-03, -4.387510722763739E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454080.500000000, A.D. 2006-Dec-11 00:00:00.0000, -9.138016968333130E-01, -1.235873878732666E+00, -3.575378130512814E-03,  1.177629198563909E-02, -7.114612731421429E-03, -4.384885059856602E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454081.500000000, A.D. 2006-Dec-12 00:00:00.0000, -9.019885430503023E-01, -1.242938301371844E+00, -4.013720301766175E-03,  1.184988685041269E-02, -7.014095631813170E-03, -4.381898212109033E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454082.500000000, A.D. 2006-Dec-13 00:00:00.0000, -8.901021823106869E-01, -1.249901796875604E+00, -4.451745671297105E-03,  1.192270425125000E-02, -6.912759111986786E-03, -4.378548649891125E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454083.500000000, A.D. 2006-Dec-14 00:00:00.0000, -8.781433969505176E-01, -1.256763547852245E+00, -4.889417894994919E-03,  1.199473443332415E-02, -6.810607266532932E-03, -4.374834897436953E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454084.500000000, A.D. 2006-Dec-15 00:00:00.0000, -8.661129790860944E-01, -1.263522741057755E+00, -5.326700475483027E-03,  1.206596761182919E-02, -6.707644300265659E-03, -4.370755472330040E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454085.500000000, A.D. 2006-Dec-16 00:00:00.0000, -8.540117306382070E-01, -1.270178567514158E+00, -5.763556764316990E-03,  1.213639396907340E-02, -6.603874530044553E-03, -4.366308863975852E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454086.500000000, A.D. 2006-Dec-17 00:00:00.0000, -8.418404633560146E-01, -1.276730222630456E+00, -6.199949963885336E-03,  1.220600365897808E-02, -6.499302391434708E-03, -4.361493552804257E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454087.500000000, A.D. 2006-Dec-18 00:00:00.0000, -8.295999988405047E-01, -1.283176906324777E+00, -6.635843128909565E-03,  1.227478681185890E-02, -6.393932450010966E-03, -4.356308034303850E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454088.500000000, A.D. 2006-Dec-19 00:00:00.0000, -8.172911685661886E-01, -1.289517823147169E+00, -7.071199168160789E-03,  1.234273353856756E-02, -6.287769408947911E-03, -4.350750836978533E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454089.500000000, A.D. 2006-Dec-20 00:00:00.0000, -8.049148139001298E-01, -1.295752182403905E+00, -7.505980846915874E-03,  1.240983393612228E-02, -6.180818103128306E-03, -4.344820539653032E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454090.500000000, A.D. 2006-Dec-21 00:00:00.0000, -7.924717861191622E-01, -1.301879198284039E+00, -7.940150789773656E-03,  1.247607809111728E-02, -6.073083485994207E-03, -4.338515774532252E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454091.500000000, A.D. 2006-Dec-22 00:00:00.0000, -7.799629464267540E-01, -1.307898089987696E+00, -8.373671483029803E-03,  1.254145607777368E-02, -5.964570626627333E-03, -4.331835209976913E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454092.500000000, A.D. 2006-Dec-23 00:00:00.0000, -7.673891659694422E-01, -1.313808081855078E+00, -8.806505276531708E-03,  1.260595795332748E-02, -5.855284719243759E-03, -4.324777526117546E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454093.500000000, A.D. 2006-Dec-24 00:00:00.0000, -7.547513258514278E-01, -1.319608403496206E+00, -9.238614385697952E-03,  1.266957375365415E-02, -5.745231092411471E-03, -4.317341389559962E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454094.500000000, A.D. 2006-Dec-25 00:00:00.0000, -7.420503171466715E-01, -1.325298289922675E+00, -9.669960894128735E-03,  1.273229349334724E-02, -5.634415212509744E-03, -4.309525445562305E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454095.500000000, A.D. 2006-Dec-26 00:00:00.0000, -7.292870409092930E-01, -1.330876981682270E+00, -1.010050675644250E-02,  1.279410717441496E-02, -5.522842685984052E-03, -4.301328353076552E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454096.500000000, A.D. 2006-Dec-27 00:00:00.0000, -7.164624081830404E-01, -1.336343724995478E+00, -1.053021380085054E-02,  1.285500479949838E-02, -5.410519261288538E-03, -4.292748844475472E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454097.500000000, A.D. 2006-Dec-28 00:00:00.0000, -7.035773400092898E-01, -1.341697771892281E+00, -1.095904373160461E-02,  1.291497637693413E-02, -5.297450825681012E-03, -4.283785743123465E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454098.500000000, A.D. 2006-Dec-29 00:00:00.0000, -6.906327674326461E-01, -1.346938380349156E+00, -1.138695813177706E-02,  1.297401191302806E-02, -5.183643399261422E-03, -4.274437913711330E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454099.500000000, A.D. 2006-Dec-30 00:00:00.0000, -6.776296315042162E-01, -1.352064814427903E+00, -1.181391846644105E-02,  1.303210140436389E-02, -5.069103132989176E-03, -4.264704212227758E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454100.500000000, A.D. 2006-Dec-31 00:00:00.0000, -6.645688832835910E-01, -1.357076344417167E+00, -1.223988608576144E-02,  1.308923483924715E-02, -4.953836312825522E-03, -4.254583484925734E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454101.500000000, A.D. 2007-Jan-01 00:00:00.0000, -6.514514838400493E-01, -1.361972246975701E+00, -1.266482222762416E-02,  1.314540220297123E-02, -4.837849369526382E-03, -4.244074590896595E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454102.500000000, A.D. 2007-Jan-02 00:00:00.0000, -6.382784042520604E-01, -1.366751805276191E+00, -1.308868802015791E-02,  1.320059348124683E-02, -4.721148889467460E-03, -4.233176415858950E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454103.500000000, A.D. 2007-Jan-03 00:00:00.0000, -6.250506256037535E-01, -1.371414309150026E+00, -1.351144448483703E-02,  1.325479866493808E-02, -4.603741617316172E-03, -4.221887886689266E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454104.500000000, A.D. 2007-Jan-04 00:00:00.0000, -6.117691389783430E-01, -1.375959055234105E+00, -1.393305254025452E-02,  1.330800775793974E-02, -4.485634446209375E-03, -4.210207994971839E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454105.500000000, A.D. 2007-Jan-05 00:00:00.0000, -5.984349454498921E-01, -1.380385347119610E+00, -1.435347300584631E-02,  1.336021078104093E-02, -4.366834407003406E-03, -4.198135801381998E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454106.500000000, A.D. 2007-Jan-06 00:00:00.0000, -5.850490560742152E-01, -1.384692495501575E+00, -1.477266660503845E-02,  1.341139776845474E-02, -4.247348670358574E-03, -4.185670410614449E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454107.500000000, A.D. 2007-Jan-07 00:00:00.0000, -5.716124918779873E-01, -1.388879818328723E+00, -1.519059396820826E-02,  1.346155876196602E-02, -4.127184556664721E-03, -4.172810936997375E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454108.500000000, A.D. 2007-Jan-08 00:00:00.0000, -5.581262838448372E-01, -1.392946640954473E+00, -1.560721563613499E-02,  1.351068380829408E-02, -4.006349541831868E-03, -4.159556481799459E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454109.500000000, A.D. 2007-Jan-09 00:00:00.0000, -5.445914728986546E-01, -1.396892296290412E+00, -1.602249206390074E-02,  1.355876296366769E-02, -3.884851259220353E-03, -4.145906143952913E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454110.500000000, A.D. 2007-Jan-10 00:00:00.0000, -5.310091098851579E-01, -1.400716124962059E+00, -1.643638362467828E-02,  1.360578630566331E-02, -3.762697503433684E-03, -4.131859069737207E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454111.500000000, A.D. 2007-Jan-11 00:00:00.0000, -5.173802555517255E-01, -1.404417475465386E+00, -1.684885061325504E-02,  1.365174394480040E-02, -3.639896232381587E-03, -4.117414502279896E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454112.500000000, A.D. 2007-Jan-12 00:00:00.0000, -5.037059805243975E-01, -1.407995704323103E+00, -1.725985324976649E-02,  1.369662602553146E-02, -3.516455561462402E-03, -4.102571773548588E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454113.500000000, A.D. 2007-Jan-13 00:00:00.0000, -4.899873652815689E-01, -1.411450176241623E+00, -1.766935168394198E-02,  1.374042271838002E-02, -3.392383755782840E-03, -4.087330248447574E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454114.500000000, A.D. 2007-Jan-14 00:00:00.0000, -4.762255001252541E-01, -1.414780264270149E+00, -1.807730599950546E-02,  1.378312421650542E-02, -3.267689229610095E-03, -4.071689293418764E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454115.500000000, A.D. 2007-Jan-15 00:00:00.0000, -4.624214851509009E-01, -1.417985349961725E+00, -1.848367621817730E-02,  1.382472073990295E-02, -3.142380553838033E-03, -4.055648288629595E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454116.500000000, A.D. 2007-Jan-16 00:00:00.0000, -4.485764302154103E-01, -1.421064823534889E+00, -1.888842230332158E-02,  1.386520253973591E-02, -3.016466467109363E-03, -4.039206643693643E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454117.500000000, A.D. 2007-Jan-17 00:00:00.0000, -4.346914549019791E-01, -1.424018084035554E+00, -1.929150416388388E-02,  1.390455990122443E-02, -2.889955883405438E-03, -4.022363803110501E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454118.500000000, A.D. 2007-Jan-18 00:00:00.0000, -4.207676884810422E-01, -1.426844539500180E+00, -1.969288165907196E-02,  1.394278315090534E-02, -2.762857889478845E-03, -4.005119267020074E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454119.500000000, A.D. 2007-Jan-19 00:00:00.0000, -4.068062698681535E-01, -1.429543607120862E+00, -2.009251460338397E-02,  1.397986266664445E-02, -2.635181733610329E-03, -3.987472622229339E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454120.500000000, A.D. 2007-Jan-20 00:00:00.0000, -3.928083475800475E-01, -1.432114713411304E+00, -2.049036277126426E-02,  1.401578888016125E-02, -2.506936818656927E-03, -3.969423539476541E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454121.500000000, A.D. 2007-Jan-21 00:00:00.0000, -3.787750796887620E-01, -1.434557294372539E+00, -2.088638590132127E-02,  1.405055227122288E-02, -2.378132707097167E-03, -3.950971734519679E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454122.500000000, A.D. 2007-Jan-22 00:00:00.0000, -3.647076337725397E-01, -1.436870795658749E+00, -2.128054370075590E-02,  1.408414336206197E-02, -2.248779128733895E-03, -3.932116929433705E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454123.500000000, A.D. 2007-Jan-23 00:00:00.0000, -3.506071868630089E-01, -1.439054672744611E+00, -2.167279585035009E-02,  1.411655271851303E-02, -2.118885983341159E-03, -3.912858843378263E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454124.500000000, A.D. 2007-Jan-24 00:00:00.0000, -3.364749253895565E-01, -1.441108391094734E+00, -2.206310200957862E-02,  1.414777095885619E-02, -1.988463343064738E-03, -3.893197222603679E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454125.500000000, A.D. 2007-Jan-25 00:00:00.0000, -3.223120451215263E-01, -1.443031426334112E+00, -2.245142182140810E-02,  1.417778876648071E-02, -1.857521457647952E-03, -3.873131893128922E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454126.500000000, A.D. 2007-Jan-26 00:00:00.0000, -3.081197511074168E-01, -1.444823264418106E+00, -2.283771491707819E-02,  1.420659689849255E-02, -1.726070754243243E-03, -3.852662791171070E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454127.500000000, A.D. 2007-Jan-27 00:00:00.0000, -2.938992576100083E-01, -1.446483401802003E+00, -2.322194092140432E-02,  1.423418618417049E-02, -1.594121827650935E-03, -3.831789936073408E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454128.500000000, A.D. 2007-Jan-28 00:00:00.0000, -2.796517880378045E-01, -1.448011345611470E+00, -2.360405945850338E-02,  1.426054751923005E-02, -1.461685432098717E-03, -3.810513380795905E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454129.500000000, A.D. 2007-Jan-29 00:00:00.0000, -2.653785748740878E-01, -1.449406613814575E+00, -2.398403015729973E-02,  1.428567186623381E-02, -1.328772483867624E-03, -3.788833198913846E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454130.500000000, A.D. 2007-Jan-30 00:00:00.0000, -2.510808596039213E-01, -1.450668735394361E+00, -2.436181265653073E-02,  1.430955025937051E-02, -1.195394071352522E-03, -3.766749498829471E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454131.500000000, A.D. 2007-Jan-31 00:00:00.0000, -2.367598926379768E-01, -1.451797250520937E+00, -2.473736660971558E-02,  1.433217380738638E-02, -1.061561464671958E-03, -3.744262428320517E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454132.500000000, A.D. 2007-Feb-01 00:00:00.0000, -2.224169332319804E-01, -1.452791710723671E+00, -2.511065169074166E-02,  1.435353369777993E-02, -9.272861183149842E-04, -3.721372180178040E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454133.500000000, A.D. 2007-Feb-02 00:00:00.0000, -2.080532494019670E-01, -1.453651679064607E+00, -2.548162760005314E-02,  1.437362120759031E-02, -7.925796646915458E-04, -3.698079025953806E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454134.500000000, A.D. 2007-Feb-03 00:00:00.0000, -1.936701178365500E-01, -1.454376730312728E+00, -2.585025407079377E-02,  1.439242771389660E-02, -6.574539036529213E-04, -3.674383348045137E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454135.500000000, A.D. 2007-Feb-04 00:00:00.0000, -1.792688238067692E-01, -1.454966451117535E+00, -2.621649087448009E-02,  1.440994469317532E-02, -5.219207988673833E-04, -3.650285620225415E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454136.500000000, A.D. 2007-Feb-05 00:00:00.0000, -1.648506610726787E-01, -1.455420440181461E+00, -2.658029782656683E-02,  1.442616371370684E-02, -3.859924829812942E-04, -3.625786355912465E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454137.500000000, A.D. 2007-Feb-06 00:00:00.0000, -1.504169317856911E-01, -1.455738308432347E+00, -2.694163479248106E-02,  1.444107643246636E-02, -2.496812618069005E-04, -3.600886076152452E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454138.500000000, A.D. 2007-Feb-07 00:00:00.0000, -1.359689463870727E-01, -1.455919679197179E+00, -2.730046169400894E-02,  1.445467460083019E-02, -1.129996154615982E-04, -3.575585320102787E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454139.500000000, A.D. 2007-Feb-08 00:00:00.0000, -1.215080235035954E-01, -1.455964188376640E+00, -2.765673851547248E-02,  1.446695007591474E-02,  2.403979761516939E-05, -3.549884687077496E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454140.500000000, A.D. 2007-Feb-09 00:00:00.0000, -1.070354898401660E-01, -1.455871484618925E+00, -2.801042530964870E-02,  1.447789483188798E-02,  1.614241358183111E-04, -3.523784880474913E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454141.500000000, A.D. 2007-Feb-10 00:00:00.0000, -9.255268006814420E-02, -1.455641229492108E+00, -2.836148220402972E-02,  1.448750096568543E-02,  2.991403793100750E-04, -3.497286718176761E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454142.500000000, A.D. 2007-Feb-11 00:00:00.0000, -7.806093670892428E-02, -1.455273097655889E+00, -2.870986940771244E-02,  1.449576069499659E-02,  4.371753434186465E-04, -3.470391097661834E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454143.500000000, A.D. 2007-Feb-12 00:00:00.0000, -6.356161001399219E-02, -1.454766777033772E+00, -2.905554721837244E-02,  1.450266635549180E-02,  5.755156850446761E-04, -3.443098959826536E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454144.500000000, A.D. 2007-Feb-13 00:00:00.0000, -4.905605784252835E-02, -1.454121968985332E+00, -2.939847602872330E-02,  1.450821040327866E-02,  7.141478964203059E-04, -3.415411286755343E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454145.500000000, A.D. 2007-Feb-14 00:00:00.0000, -3.454564553599726E-02, -1.453338388477328E+00, -2.973861633262437E-02,  1.451238541856586E-02,  8.530582947638937E-04, -3.387329108596212E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454146.500000000, A.D. 2007-Feb-15 00:00:00.0000, -2.003174578830038E-02, -1.452415764253491E+00, -3.007592873154460E-02,  1.451518410811986E-02,  9.922330168293917E-04, -3.358853500681811E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454147.500000000, A.D. 2007-Feb-16 00:00:00.0000, -5.515738511029611E-03, -1.451353839004139E+00, -3.041037394171208E-02,  1.451659931254455E-02,  1.131658021146191E-03, -3.329985599722347E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454148.500000000, A.D. 2007-Feb-17 00:00:00.0000,  9.000989305246548E-03, -1.450152369536098E+00, -3.074191280151435E-02,  1.451662401991012E-02,  1.271319096278170E-03, -3.300726649961345E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454149.500000000, A.D. 2007-Feb-18 00:00:00.0000,  2.351704373272518E-02, -1.448811126941601E+00, -3.107050627856904E-02,  1.451525137413631E-02,  1.411201869722513E-03, -3.271078024616597E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454150.500000000, A.D. 2007-Feb-19 00:00:00.0000,  3.803102405139949E-02, -1.447329896764810E+00, -3.139611547648286E-02,  1.451247467035292E-02,  1.551291810146071E-03, -3.241041184787464E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454151.500000000, A.D. 2007-Feb-20 00:00:00.0000,  5.254152289838943E-02, -1.445708479166506E+00, -3.171870164184197E-02,  1.450828734729583E-02,  1.691574224484663E-03, -3.210617623522853E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454152.500000000, A.D. 2007-Feb-21 00:00:00.0000,  6.704712642176718E-02, -1.443946689088514E+00, -3.203822617165374E-02,  1.450268298833040E-02,  1.832034256759899E-03, -3.179808851075340E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454153.500000000, A.D. 2007-Feb-22 00:00:00.0000,  8.154641443791769E-02, -1.442044356418230E+00, -3.235465062077771E-02,  1.449565533077354E-02,  1.972656886596084E-03, -3.148616423372743E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454154.500000000, A.D. 2007-Feb-23 00:00:00.0000,  9.603796059193351E-02, -1.440001326151928E+00, -3.266793670898291E-02,  1.448719827720685E-02,  2.113426924068714E-03, -3.117041984500687E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454155.500000000, A.D. 2007-Feb-24 00:00:00.0000,  1.105203325220083E-01, -1.437817458555599E+00, -3.297804632802638E-02,  1.447730590431461E-02,  2.254329008090133E-03, -3.085087295480472E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454156.500000000, A.D. 2007-Feb-25 00:00:00.0000,  1.249920920289403E-01, -1.435492629323569E+00, -3.328494154935376E-02,  1.446597246688289E-02,  2.395347617375648E-03, -3.052754230922647E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454157.500000000, A.D. 2007-Feb-26 00:00:00.0000,  1.394517952501848E-01, -1.433026729735924E+00, -3.358858463223530E-02,  1.445319239673202E-02,  2.536467085485662E-03, -3.020044746577934E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454158.500000000, A.D. 2007-Feb-27 00:00:00.0000,  1.538979928369159E-01, -1.430419666814987E+00, -3.388893803156978E-02,  1.443896030199639E-02,  2.677671603600911E-03, -2.986960855178720E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454159.500000000, A.D. 2007-Feb-28 00:00:00.0000,  1.683292301337782E-01, -1.427671363479821E+00, -3.418596440509438E-02,  1.442327096937608E-02,  2.818945211925071E-03, -2.953504624536111E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454160.500000000, A.D. 2007-Mar-01 00:00:00.0000,  1.827440473625938E-01, -1.424781758697992E+00, -3.447962662058478E-02,  1.440611936623449E-02,  2.960271792047089E-03, -2.919678174369081E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454161.500000000, A.D. 2007-Mar-02 00:00:00.0000,  1.971409798110839E-01, -1.421750807635306E+00, -3.476988776366452E-02,  1.438750064427059E-02,  3.101635066842851E-03, -2.885483675715145E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454162.500000000, A.D. 2007-Mar-03 00:00:00.0000,  2.115185580261292E-01, -1.418578481804586E+00, -3.505671114607269E-02,  1.436741015041274E-02,  3.243018606061758E-03, -2.850923383808701E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454163.500000000, A.D. 2007-Mar-04 00:00:00.0000,  2.258753080104473E-01, -1.415264769212914E+00, -3.534006031379970E-02,  1.434584344092662E-02,  3.384405834804205E-03, -2.815999687901339E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454164.500000000, A.D. 2007-Mar-05 00:00:00.0000,  2.402097514224450E-01, -1.411809674505595E+00, -3.561989905484161E-02,  1.432279628528352E-02,  3.525780041615808E-03, -2.780715110947107E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454165.500000000, A.D. 2007-Mar-06 00:00:00.0000,  2.545204057800415E-01, -1.408213219106312E+00, -3.589619140694279E-02,  1.429826465811905E-02,  3.667124381710015E-03, -2.745072249974867E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454166.500000000, A.D. 2007-Mar-07 00:00:00.0000,  2.688057846690011E-01, -1.404475441354864E+00, -3.616890166572465E-02,  1.427224473374099E-02,  3.808421877082876E-03, -2.709073728669967E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454167.500000000, A.D. 2007-Mar-08 00:00:00.0000,  2.830643979551518E-01, -1.400596396643709E+00, -3.643799439298457E-02,  1.424473289140447E-02,  3.949655416593534E-03, -2.672722204559012E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454168.500000000, A.D. 2007-Mar-09 00:00:00.0000,  2.972947519995625E-01, -1.396576157552556E+00, -3.670343442465521E-02,  1.421572572584112E-02,  4.090807753240236E-03, -2.636020406428471E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454169.500000000, A.D. 2007-Mar-10 00:00:00.0000,  3.114953498769996E-01, -1.392414813979505E+00, -3.696518687848038E-02,  1.418522005638719E-02,  4.231861499899078E-03, -2.598971167088975E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454170.500000000, A.D. 2007-Mar-11 00:00:00.0000,  3.256646915989616E-01, -1.388112473268298E+00, -3.722321716206201E-02,  1.415321293353208E-02,  4.372799133484217E-03, -2.561577438325627E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454171.500000000, A.D. 2007-Mar-12 00:00:00.0000,  3.398012743416152E-01, -1.383669260332582E+00, -3.747749098155252E-02,  1.411970164252684E-02,  4.513603011248451E-03, -2.523842283399211E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454172.500000000, A.D. 2007-Mar-13 00:00:00.0000,  3.539035926772606E-01, -1.379085317777775E+00, -3.772797435037227E-02,  1.408468370312458E-02,  4.654255384707077E-03, -2.485768850950235E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454173.500000000, A.D. 2007-Mar-14 00:00:00.0000,  3.679701388080950E-01, -1.374360806019875E+00, -3.797463359727507E-02,  1.404815686880653E-02,  4.794738398340091E-03, -2.447360355307310E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454174.500000000, A.D. 2007-Mar-15 00:00:00.0000,  3.819994028028864E-01, -1.369495903400191E+00, -3.821743537400808E-02,  1.401011912724132E-02,  4.935034081231134E-03, -2.408620067638388E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454175.500000000, A.D. 2007-Mar-16 00:00:00.0000,  3.959898728379586E-01, -1.364490806296127E+00, -3.845634666331343E-02,  1.397056870160428E-02,  5.075124344419491E-03, -2.369551307763362E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
